"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",10,"ALB","Albania","0.223432",2024,"","Ministry of Infrastructure and Energy","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","0.08",2016,"","Ministère de la Poste, des Télécommunications, des Technologies et du Numérique","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","0.19214605",2017,"192'146'050'479 MB.","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","0.488882072",2018,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","1.019393762",2019,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","1.426815",2020,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","2.518189",2021,"Trafic Mobile de l'année 2021 a été corrigé de 1.934677687  à 2.51818974502388.","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","3.51116092",2022,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","4.70479262",2023,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",11,"DZA","Algeria","5.86893717",2024,"","Ministère de la Poste et des Télécommunications","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",14,"AND","Andorra","5.6972E-4",2018,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",14,"AND","Andorra","7.3222E-4",2019,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",14,"AND","Andorra","0.001585",2021,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
13068,"i136mwi","Mobile-broadband Internet traffic (within the country)",,"exabytes",14,"AND","Andorra","0.002138",2022,"","Andorra Telecom SAU","Refers to broadband traffic volumes originated within the country from 3G networks or other more advanced mobile networks, including 3G upgrades, evolutions or equivalent standards in terms of data transmission speeds"
